Timestamp,Berikan Penilaian/Feedback Anda Sesuai Petunjuk Yang Ada,Seberapa memuaskan layanan akademik Fasilkom-TI USU yang kamu terima (secara keseluruhan) ?
06/12/2022 21:15:59,"Fasilitas yang diberikan oleh kampus masih belum mencukupi untuk menunjang kegiatan belajar mengajar terkhususnya Lab kampus yang masih mengharuskan Mahasiswa untuk membawa peranti masing-masing. Dosen-Dosen cukup membantu mahasiswa terkhususnya dalam perkuliahan, namun yang menjadi kendala Adalah keterlambatan, ketidakhadiran hingga jam ganti yang sangat mengganggu jadwal Mahasiswa yang memiliki pekerjaan diluar. Perwakilan dosen terhadap mahasiswa juga baik, Sikap Tanggap dosen juga bagus. Sangat membantu mahasiswa yang memiliki kendala dalam perkuliahan terkhususnya bagi mahasiswa yang kurang memahami suatu poin dari sebuah bahasan. Namun, pemahaman terhadap mahasiswa masih jauh dari kata baik. Banyak dosen yang masih belum bisa memahami bagaimana mahasiswa yang sedang diampu. Banyak yang masih belum memahami kapasitas dari seorang mahasiswa Juga",3
06/12/2022 21:33:17,"Untuk ruangan kelas saya rasa sudah cukup baik dan memuaskan, akan tetapi banyak penurunan fasilitas umum setelah pandemi seperti toilet dan musholla.Untuk staf akademik dan staf yang lain seperti petugas kebersihan sudah cukup baik, hanya saja seperti yang saya katakan sebelumnya, banyak penurunan fasilitas toilet yang dimana keran hanya berfungsi satu, water jet dan kloset yang tidak ada air, dan musholla yang sudah tidak ada kipas angin.Untuk kegiatan kuliah dapat berlangsung secara normal dan lancar, fasilitas kelas seperti proyektor juga berfungsi dengan baik. Untuk staff akademik juga cukup ramah dalam melayani keperluan mahasiswa, seperti saat saya kebingungan mencari absensi kelas, staff akademik membantu saya untuk mencari absensi yang dibutuhkan.",4
06/12/2022 21:33:22,"Dari sisi tangibles kualitas sudah sangat memumpuni dan nyaman yakni dari sisi fisik seperti ruang kampus dan gedungnya, dari sisi reliability kualtias dosen dan staf juga sangat memuaskan dan berkualitas, dari sisi assurance juga berkualitas dikarenakan mahasiswa merasa nyaman selama berkuliah. Untuk sisi responsiveness juga tepat sasaran. Dan untuk empathy bisa digolongkan baik karena lumayan memedulikan keadaan mahasiswa. Kesimpulannya adalah layanan akademik Fasilkom TI-USU sangatlah baik dan tidak mengecewakan.",4
06/12/2022 21:34:25,"Dari sisi tangibles kualitas sudah sangat memumpuni dan nyaman yakni dari sisi fisik seperti ruang kampus dan gedungnya, dari sisi reliability kualtias dosen dan staf juga sangat memuaskan dan berkualitas, dari sisi assurance juga berkualitas dikarenakan mahasiswa merasa nyaman selama berkuliah. Untuk sisi responsiveness juga tepat sasaran. Dan untuk empathy bisa digolongkan baik karena lumayan memedulikan keadaan mahasiswa. Kesimpulannya adalah layanan akademik Fasilkom TI-USU sangatlah baik dan tidak mengecewakan.",4
06/12/2022 21:37:03,"Fasilitas fisik kampus sudah cukup baik, hanya saja terjadi penurunan fasilitas setelah covid, seperti toilet dan musholla, untuk dosen pengajar cukup baik dalam mengajar mahasiswa, dan karena saya jarang mengurus berkas atau keperluan administratif, saya tidak begitu tau kinerja staff akademik, untuk fasilitas kelas juga berfungsi dengan baik, ac yang dingin, proyektor berfungsi dan bangku tidak ada yang rusak. Salah satu faislitas yang sangat disayangkan ketiadaannya adalah kantin fakultas, setelah kuliah offline berjalan, tidak ada satupun kantin yang buka di lingkungan fakultas ",3
06/12/2022 21:40:23,"Menurut saya untuk di fasilitas fisik kampus terkhusus laboratorium, kita sama sama tau bahwasanya Fasilitas di TI terutama fasilitas yang ada di dalam laboratorium sangat memadai untuk dilaksanakannya berbagai aktifitas seperti ujian masuk perguruan tinggi ataupun belajar untuk lab, tapi yang sangat disayangkan adalah fasilitas tidak boleh dipakai ketika sedang lab, maksud saya disini ya karena fasilitas ada ya dipakai, bukan malah lagi lab malah disuruh bawa laptop sendiri, istilahnya sama saja dengan kita belajar lab di ruangan lantai 1 dengan memakai infocus. Menurut saya juga itu kan fasilitas kita sendiri, kenapa orang lain yang memakai fasilitas itu, kenapa kita tidak memakai nya karena kepunyaan kita sendiri??? Biarkan yang punya dulu yang merasakan, ini kami aja sampai ada peringatan seperti awas jangan disentuh, awas kesenggol, wait... Ya kita pakai dongg fasilitas nya itu, nanti pas rusak yang disalahkan mahasiswa, padahal kami tidak pernah sedikitpun menggunakan fasilitas itu

Untuk fakultas menyediakan bantuan atau keringanan tidak mampu itu juga saya ingin menyuarakan hal tersebut...
Jikalau bisa, saya tidak tau apakah program kerja mengenai bantuan ini sudah ada atau tidak
Tapi melihat dari mata sayasendiri, untuk keringanan bantuan semacam itu tidak terlihat oleh kami dari para mahasiswa...
jikalau bisa buat program internal fakultas untuk mewadahi mahasiswa yang kurang mampu untuk setidaknya meringankan beban fikiran keluarganya",3
06/12/2022 21:47:01,"Menurut penilaian saya, pemahaman terhadap kepentingan mahasiswa amat jauh dari kata memuaskan..
Dari pribadi diri sendiri, saya tidak merasa ditarik ataupun tidak merasa fakultas sedang mencari orang melalui minat bakatnya, melainkan fakultas hanya menjalankan dan mencari untuk kepentingan pribadi..
Jikalau bisa tolong wadah semua minat bakat para mahasiswa fakultas, jangan hanya mencari minat bakat kami, lebih baik minat bakat yang kami miliki kalian wadah, kalian berikan kami fasilitas agar minat yang kami miliki itu terlatih dan berproses secara maksimal...
Kan feed back nya kena ke fakultas juga, kami dilatih dengan baik, baik ikut perlombaan, hasil dari kami yang harum namanya juga fakultas, jadi simbiosis mutualisme gitu",3
07/12/2022 3:40:39,"dari segi tangibles, menurut saya kampus kita sudah oke karena semua fasilitas memadai dan dapat digunakan dengan baik. dari segi reliability juga sudah oke hanya saja kadang dosen suka tiba2 merubah jadwal kelas seharusnya, segi assurance menurut saya kampus sudah memberikan perlakuan yang layak, segi responsiveness masih sedikit kurang karena terkadang pada saat menanyakan sesuatu yg urgent sedikit membutuhkan waktu sedikit lama untuk membalas, segi empathy masih kurang karena fasilitas kantin tidak diadakan lagi sehingga mahasiswa kesulitan mencari makanan/minuman jika diperlukan disekitar kampus",3
07/12/2022 3:43:50,"dari segi tangibles, menurut saya kampus kita sudah oke karena semua fasilitas memadai dan dapat digunakan dengan baik. dari segi reliability juga sudah oke hanya saja kadang dosen suka tiba2 merubah jadwal kelas seharusnya, segi assurance menurut saya terkadang pengurusan berkas dikampus sedikit lama dan juga tidak fleksibel sehingga terkadang pemberkasan yang dibutuhkan mahasiswa menjadi lama, segi responsiveness masih sedikit kurang karena terkadang pada saat menanyakan sesuatu yg urgent membutuhkan waktu sedikit lama untuk membalas, segi empathy masih kurang karena fasilitas kantin tidak diadakan lagi sehingga mahasiswa kesulitan mencari makanan/minuman jika diperlukan disekitar kampus dan juga tidak ada klinik untuk keperluan obat-obatan jika ada mahasiswa yang sakit",3
07/12/2022 12:28:41,"menurut saya, fasilitas fisik yang diberikan oleh fakultas lumayan baik. namun dalam beberapa aspek seperti musola masih jauh dari kata baik. untuk keandalan dosen dalam mengajar rata rata baik misalnya masuk tepat waktu. tetapi masih ada beberapa dosen yang jarang masuk untuk memberikan materi. untuk pengurusan berkas mahasiswa dilakukan dengan lambat. jadi, beberapa mahasiswa cukup kesulitan dalam memperoleh berkas yang diperlukannya. sayangnya, saya tidak pernah tau adanya bantuan (keringanan) bagi mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. untuk aspek emphaty, fakultas masih tergolong rendah dibeberapa hal. ",3
07/12/2022 12:29:07,"Menurut saya, fasilitas yang diberikan oleh fakultas cukup baik. Namub dalam dalam beberapa hal seperti mushola masih jauh dari kata baik. Untuk keandalan dosen dalam mengajar rata rata baik, tetapi ada beberapa dosen yang acuh tak acuh dalam mengajar mahasiswa nya, seperti sering mengcancle kelas pada jam masuk kelas. Untuk pengurusan berkas mahasiswa dapat dibilang lambat, jadi beberapa mahasiswa cukup kesulitan memperoleh berkas yang diperlukan dalam waktu cepat. Untuk bantuan dari fakultas, saya tidak pernah mengetahui jika Fakultas menyediakan bantuan (keringanan) bagi mahasiswa tidak mampu. Untuk empati fakultas kepada mahasiswa yang memiliki bakat masih terbilang rendah dikarenakan banyak mahasiswa yang memiliki bakat non akademik yang mumpuni dan tidak mendapat ruang untuk merealisasikannya.",3
07/12/2022 12:33:28,"Menurut saya, fasilitas yang diberikan oleh fakultas cukup baik. Namun dalam dalam beberapa hal seperti kamar mandi yang tidak menyediakan tisu maupun sabun. Untuk keandalan dosen dalam mengajar rata rata baik, tetapi ada beberapa dosen yang acuh tak acuh dalam mengajar mahasiswa nya, seperti sering membatalkan kelas dan tidak mengajarkan materi. Untuk pengurusan berkas mahasiswa dapat dibilang lambat, jadi beberapa mahasiswa cukup kesulitan memperoleh berkas yang diperlukan dalam waktu cepat. Untuk bantuan dari fakultas, saya tidak pernah mengetahui jika Fakultas menyediakan bantuan (keringanan) bagi mahasiswa tidak mampu. Untuk empati fakultas kepada mahasiswa yang memiliki bakat masih terbilang rendah dikarenakan banyak mahasiswa yang memiliki bakat non akademik yang tidak diketahui oleh fakultas.",3
07/12/2022 12:34:03,"berdasarkan penilaian saya, fasilitas yang diberikan oleh fakultas cukup oke. tapi, dalam beberapa aspek seperti tempat ibadah dan laboratorium masih kurang bersih. dalam aspek reliability, untuk dosen mengajar sudah masuk tepat waktu. tetapi masih ada beberapa dosen yang jarang masuk untuk memberikan kelas. dalam pengurusan berkas mahasiswa tergolong lama. jadi, beberapa mahasiswa cukup kesulitan dalam mendapatkan berkas yang diperlukannya tepat waktu. selain itu, saya tidak pernah tau adanya bantuan bagi mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. untuk aspek pemahaman terhadap kepentingan mahasiswa, fakultas masih tergolong rendah dibeberapa hal. ",3
07/12/2022 13:28:07,"Berdasarkan penilaian saya, fasilitas yang diberikan oleh Fasilkom-TI tergolong bagus. Namun,tidak adanya tempat ibadah menyulitkan mahasiswa muslim untuk beribadah. Untuk keandalan dosen dan staff masih termasuk rata-rata. Dalam memperlakukan mahasiswa, misalnya pengurusan berkas mahasiswa tergolong lama. jadi, beberapa mahasiswa susah dalam mendapatkan berkas yang diperlukannya tepat waktu. selain itu, saya tidak pernah tau adanya bantuan bag mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. untuk aspek pemahaman terhadap kepentingan mahasiswa, fakultas mash tergolong rendah dibeberapa hal.",1
07/12/2022 13:34:01,"Menurut saya, fasilitas yang diberikan oleh fakultas sudah mantap. Tetapi, dalam beberapa aspek seperti tempat ibadah dan laboratorium mash kurang bersih. Untuk aspek reliability, untuk dosen mengajar sudah masuk tepat waktu. Namun ada beberapa dosen yang jarang masuk untuk memberikan kelas. Dalam pengurusan berkas mahasiswa tergolong lama. Jadi, beberapa mahasiswa cukup kesulitan dalam mendapatkan berkas yang diperlukannya tepat waktu. Selain itu, saya tidak pernah tau adanya bantuan bagi mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. Untuk aspek pemahaman terhadap kepentingan mahasiswa, fakultas mash tergolong rendah dibeberapa hal.",2
07/12/2022 15:01:21,"Untuk fasilitas kampus seperti kamar mandi laki-laki sangat kurang memuaskan, seperti lampu kamar mandi tidak hidup, kamar mandi juga sering bau, air sering tidak hidup, sabun juga tidak tersedia. Beberapa proyektor di kelas ada yang rusak. Kekedapan kelas juga tidak baik, sering berisik dari ruangan sebelah. Untuk dari sisi dosen dan staff sudah lumayan baik, beberapa kali mengurus berkas ke tata usaha lumayan cepat dan mudah dimengerti alur-alur pembuatan berkasnya. Untuk kepedulian terhadap mahasiswa masih tergolong kurang, karna setiap mahasiswa tidak di approach secara pribadi tentang perkuliahannya.",3
07/12/2022 16:51:34,"Menurut saya, dari segi tangibles, stop kontak seperti di pendopo maupun di luar kelas masih kurang memadai karena dalam keadaan rusak. Dar segi reliability sudah cukup baik dalam mengajar maupun memberi jawaban. Namun, untuk beberapa materi mata kuliah masih sangat kurang detail. Di lain sisi, ada beberapa dosen yang benar-benar detail dalam memberi penjelasan. Lain hal dengan assurance dan responsiveness dari beberapa staf akademik yang kurang dalam komunikasi dan terkadang cukup sulit perihal mengurus surat menyurat karena proses yang lambat. Untuk empathy, beberapa dosen maupun asisten lab sudah sangat paham untuk kepentingan mahasiswa.",3
07/12/2022 17:01:36,"Menurut saya, dari segi tangibles yaitu ruang kuliah sudah sangat mumpuni namun masih kekurangan stop kontak. Untuk laboratorium sudah sangat memadai. Untuk toilet laki-laki masih cukup bau, untuk ruang ibadah terkhususnya muslim masih terdapat kebingungan antara apakah ruangan tersebut mushola atau ruang dosen. Dari kejelasan materi perkuliahan, beberapa dosen dan asisten laboratorium sudah sangat baik namun masih ada juga yang terkadang tidak masuk kelas. Pengurusan berkas mahasiswa masih sangat kurang karena sulitnya dalam pengurusan surat menyurat dan butuh waktu cukup lama. Kesantunan beberapa staf sudah baik namun masih ada juga yang belum. Responsiveness sudah cukup baik terkhususnya saat pandemi Covid-19 melanda. Untuk empathy juga sudah cukup baik.",4
07/12/2022 18:00:23,"Mulai dari fasilitas kampus non-akademik,  menurut saya kurang beroperasi sebagaimana mestinya, misalnya untuk kantin yang merupakan fasilitas kampus, sampai saat ini masih terabaikan. Untuk fasilitas akademik dan kebutuhan belajar sendiri, tidak pernah digunakan pada mata kuliah dimana fasilitas tersebut seharusnya digunakan,  seperti AR/VR, hanya digunakan oleh mahasiswa tingkat akhir dengan topik penelitian terkait saja. Dosen serta staf akademik juga tidak memiliki timetable tetap dan kurang disiplin waktu yang menyebabkan mahasiswa memiliki jadwal yang padat dan tidak menentu yang berefek pada kedisplinan dan minat belajar mahasiswa itu sendiri. Saat mahasiswa memiliki kebutuhan administrasi, respon staff juga tidak terlalu welcome, bukannya bersifat menuntun dan mengarahkan , tetapi malah menyalahkan mahasiswa dan menuntut mahasiswa melengkapi berkas yang seharusnya sudah ada. Selain itu, staf juga kurang responsif terhadap kebutuhan mahasiswa mengingatkan akses terbatas pada kaprodi / dekan yang harus selalu menggunakan surat rujukan. Hal yang disebutkan diatas membuktikan bahwa pemahaman terhadap kepentingan mahasiswa cenderung rendah ",1
07/12/2022 18:07:43,Fasilitas fisik kampus cukup memadai untuk kebutuhan tugas akhir. Dosen dan staf juga sangat aktif dan mudah untuk dihubungi. Dosen dan Staf Akademik juga sangat baik dan kooperatif dalam urusan absensi kelas serta penuntunan tugas akhir. Perlakuan staff dan dosen terhadap mahasiswa juga sangat ramah dan friendlly serta responsif. Pihak dekanat juga memiliki pemahaman yang tinggi terhadap kepentingan mahasiswa baik dalam urusan akademik maupun non akademik. Saya cukup senang dan cukup puas dengan pelayanan fasilkomti secara keseluruhan,4
07/12/2022 18:34:06,"Menurut saya mengenai aspek tangibles atau fasilitas fisik kampus belum terlalu memadai terkhususnya pada fasilitas kamar mandi / wc dikarenakan terdapat beberapa fasilitas yang rusak misalnya pada keran air wastafel yang tidak dapat digunakan. Kemudian pada ruang kelas terdapat beberapa kursi yang rusak dan tidak terawat.  Lalu untuk aspek reliability (Keandalan dosen dan staff akademik) sudah memuaskan, materi yang disampaikan dapat dimengerti tetapi ada beberapa dosen yang tidak datang tepat waktu. Untuk aspek assurance sudah memuaskan, dimana pada saya sendiri mengenai bimbingan tugas akhir oleh dosen pembimbing sangat membantu dan pengurusan berkas seperti transkrip nilai mudah untuk didapatkan. Jadi dalam segala aspek, fakultas sudah cukup memuaskan kecuali pada aspek tangibles seperti yang sudah saya jelaskan tadi",4
07/12/2022 18:38:32,"Menurut saya pribadi sebenarnya pada semua aspek sudah cukup memuaskan, akan tetapi masih terdapat beberapa kekurangan yang dapat diperbaiki seperti pada fasilitas kampus. Kursi kursi yang terdapat di ruangan kelas ada yang rusak dan pada toilet juga terdapat keran yang rusak. Tetapi secara keseluruhan fasilitas kampus sudah terjaga dengan bersih. Lalu mengenai dosen terdapat beberapa dosen yang tidak datang tepat waktu dan juga terdapat beberapa materi yang disampaikan kurang mudah dipahami. Untuk aspek lainnya sudah cukup memuaskan",4
08/12/2022 8:15:37,Pelayanan dari Fakultas Ilmu Komputer dan Teknologi Informasi sebenarnya sudah cukup baik. Fasilitas yang diberikan cukup memadai hanya saja untuk ruang ibadah masih kurang. Untuk segi dosen dan staff juga sudah cukup meskipun masih ada beberapa yang masih perlu diperbaiki. Dari segi perlakuan terhadap mahasiswa saya merasakan pelayanan yang diberikan sudah baik begitu juga untuk pemahaman dari pihak fakultas terhadap mahasiswa nya. Kedepannya saya juga berharap agar semua aspek bisa dimaksimalkan untuk membuat fakultas lebih baik lagi dalam mutu dan pelayanannya,4
08/12/2022 8:20:44,"Fasilitas kampus seperti ruang kuliah, toilet, dan laboratorium menurut saya sudah cukup memadai untuk mahasiswa, namun masih dapat ditingkatkan lagi karena ruang kuliahnya cukup sedikit untuk mahasiswa sebanyak itu, apalagi terkadang dosen tiba-tiba ingin meminta kelas ganti, sehingga cukup sulit untuk mencari kelas kosong, dan untuk musholla saya berharap fakultas dapat lebih memerhatikan karena musholla yg ada hanya memanfaatkan ruang kecil yang tidak dapat menampung umat muslim yang mau beribadah sehingga mahasiswa harus pergi ke fkg untuk sholat. Dosen dalam menjelaskan materi kuliah cukup jelas dan biasanya memberikan modul pembelajaran kepada komting yang nantinya dibagikan ke teman-teman mahasiswa. Staf fakultas juga melayani mahasiswa dengan baik dan cukup informatif. Namun, sangat disayangkan untuk dosen pembimbing akademik menurut saya kurang membimbing mahasiswanya yang sering menanyakan pendapat tentang perkuliahan contohnya saat pengisian krs dan pengambilan semester atas. Fakultas juga cukup membantu mahasiswa dalam mengurus keperluan akademik. Namun, menurut saya fakultas masih kurang dalam memahami minat mahasiswa dan menurut saya dalam memonitoring mahasiswa dari dosen PA masih belum berhasil. ",4
08/12/2022 8:32:32,"berdasarkan penilaian saya, fasilitas yang diberikan oleh fakultas cukup oke. tapi, dalam beberapa aspek seperti tempat ibadah dan laboratorium mash kurang bersih. dalam aspek reliability, untuk dosen mengajar sudah masuk tepat waktu. tetapi mash ada beberapa dosen yang jarang masuk untuk memberikan kelas. dalam pengurusan berkas mahasiswa tergolong lama. jadi, beberapa mahasiswa cukup kesulitan dalam mendapatkan berkas yang diperlukannya tepat waktu. selain itu, saya tidak pernah tau adanya bantuan bag mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. untuk aspek pemahaman terhadap kepentingan mahasiswa, fakultas mash tergolong rendah dibeberapa hal.",1
08/12/2022 8:46:03,"Dilihat dari segi tangibles, kondisi fisik Fakultas Ilmu Komputer dan Teknologi bisa dibilang masih banyak kekurangan. Fasilitas WiFi di Fakultas Ilmu Komputer dan Teknologi Informasi bisa dibilang sangat buruk untuk bisa mendukung kegiatan belajar di kampus. Ditambah lagi ruangan beton yang mengganggu sinyal dari internet seluler sebagai opsi lainnya untuk bisa terhubung di internet. Hal ini sudah pasti mengganggu kegiatan belajar dan mengajar. Sudah sering kejadian mahasiswa maupun dosen merasa terganggu dengan wifi kampus yang sangat buruk tersebut. Fasilitas lainnya yang kurang yaitu tempat ibadah, bagi mahasiswa maupun dosen yang muslim harus pergi ke fakultas lain hanya untuk bisa beribadah.",4
08/12/2022 8:51:44,"Menurut saya pelayanan yang diberikan oleh Fasilkom-TI USU lumayan baik.

Dari aspek fasilitas fisik kampus, Fasilkom-TI USU sudah cukup memuaskan mulai dari layanan Internet yang cepat, ruangan AC, dan banyak lainnya. namun masih ada beberapa dari fasilitas yang masih bisa diperbaiki seperti lampu di ruang praktikum tidak berfungsi, Wi-Fi (bukan ethernet) lambat, kurangnya cok sambung, beberapa proyektor di ruang kelas tidak berfungsi, dan meja kursi yang saya pribadi merasa sempit.

Dari aspek keandalan Dosen dan Staf Akademik saya rasa masih ada yang dapat diperbaiki, contohnya sulitnya mengurus surat, dosen yang terkadang sulit dijumpai. namun, banyak juga yang sudah baik seperti pegawai dan dosen yang sangat ramah dan terbuka.

Dari aspek perlakuan kepada mahasiswa, Dosen dan Staff sangatlah bagus saya pribadi sangat senang dapat berada di Fasilkom-TI karena ini.

Dari aspek Sikap Tanggap lingkungan Fasilkom-TI sangat tanggap sesuai dengan yang saya harapkan.

Dari aspek Pemahaman Terhadap Kepentingan Mahasiswa sangat tinggi karena saya rasa seluruh dosen dan pegawai memahami apa yang dirasakan mahasiswa karena bisa merelate dengan keadaan mahasiswa.",4
08/12/2022 8:53:57,"Menurut  saya, selama saya menggunakan fasilitas fakultas cukup bagus hanya saja perawatan terhadap fasilitas tersebut kurang dijaga. Untuk fasilitas lain yang diberikan seperti akses internet di wilayah fakultas sudah bagus dan lancar.  Untuk tempat ibadah (sholat) kurang bersiih dan letaknya di lantai 3 namun fakultas telah membangun sebuah mushola yang sedang dalam penegrjaan saat ini. Untuk pelayanan akademik seperti membuat berkas permohonan dan lain sebagainya masih terkesan tidak jelas sehingga menyebabkan kebingungan dan juga pegawai/staf yang kurang ramah begitu juga empathy terhadap kepentingan mahasiswanya. ",3
08/12/2022 8:56:31,"Masih banyak yang harus dibenahi dari Fasilkom TI, terutama jika ditinjau dari aspek tangibles. Meskipun secara umum kondisi fisik dari fasilitas yang ada di Fasilkom TI masih sangat baik, namun ada kekurangan fatal di sana. Kekurangan tersebut adalah kurangnya fasilitas WiFi di kampus. Wifi Fasilkom TI bisa dibilang sangat buruk, sudah sering kali terjadi saat mahasiswa maupun dosen mengalami kesulitan dalam mengakses internet untuk kepentingan belajar dan mengajar. Ditambah lagi ruangan yang terbuat dari beton juga menghalangi sinyal internet seluler dari berbagai provider. Hal tersebut semakin menambah kekurangan dari segi tangibles. Saran, maksimalkan wifi yang ada di Fasilkom TI dengan menambahkan bandwith sehingga dengan hal tersebut diharapkan kegiatan belajar dan mengajar menjadi lebih efektif.",4
08/12/2022 8:58:17,"Haduh kalau ngomong soal fasilkom TI ini pusing kepala, fasilitas minim, dosen pun jarang masuk, Ruang Kelas Panas, Internet Lambat, susah la susah. Namanya mahasiswa butuh jaringan cepat, itupun kampus ga bisa memfasilitasi. Dosen memang kompeten, tapi kurang peduli terhadap mahasiswa. Fakultas pun juga sering mengabaikan mahasiswa yang mengalami kesulitan dibagian akademik. Mahasiswa pun bingung harus bertanya ke siapa... Dosen pun juga kurang berempati kepada mahasiswa. Bimbingan memang dipermudah, tapi ada dosen yang susah kali. Asik menghilang aja kerjanya. Pusing la pusing...",2
08/12/2022 9:12:34,"fasilitas yang disediakan kampus sangat banyak dan lengkap sehingga memudahkan mahasiswa dalam kegiatan akademik. Keandalan dosen juga sangat baik dengan keahliannya masing-masing. Perlakuan yang diberikan kepada mahasiswa juga tidak ada perbedaan sehingga memberikan interaksi yang baik. Sikap tanggap antara mahasiswa dengan mahasiswa yang lainnya juga sangat baik sehingga setiap mahasiswa saling mengenal satu sama lain, termasuk mengenal dosen yang ada di fasilkom TI. Empati yang ada di fasilkom TI juga terbilang sangat bagus karena antara satu mahasiswa dengan mahasiswa lain tergolong saling membantu dengan adanya himpunan dan kepanitiaan sehingga membuat mahasiswa lebih mengenal dan lebih empati antar satu sama lainnya.",5
08/12/2022 9:17:39,"menurut saya selama saya berkuliah di fasilkom-ti untuk dari aspek fasilitas kampus ada beberapa yang mengecewakan seperti toilet mahasiswa untuk laki-laki yang lampunya tidak bisa hidup sudah berbulan-bulan tetapi tidak ada perbaikan, toilet juga sering mengalami mati air sehingga toilet menjadi bau bahkan bau tercium sampai keluar dari toilet, untuk sanitasi di toilet juga tidak ada, sabun tidak tersedia pada toilet laki-laki. Untuk fasilitas kelas ada kekurangan di bagian kekedapan suara, jika ada suara bising dari ruang kelas sebelah maka akan sangat terdengar kedalam kelas membuat pembelajaran terganggu. Untuk fasilitas seperti lab sudah lumayan bagus komputer sudah memadai, kecepatan internetnya juga kencang. Aspek keandalan dosen dan staf juga sudah lumayan bagus seperti pengurusan berkas yang cepat dan alurnya mudah dimengerti. untuk keandalan dosen masih ada beberapa dosen yang tidak bagus dalam mengajar, seperti suara kecil dan penyampaian materi yang kurang bisa dimengerti.",3
08/12/2022 9:20:05,"Mengenai fasilitas di kampus seperti ruangan kelas, toilet dan lainya sudah cukup bagus, ya ada beberapala yg masih kurang seperti kadang fasilitas ac yang mati yang mengakibatkan ruangan jadi panas, dan mengenai dosen yang mengajar juga cukup baik, namun ya ada aja yang jarang masuk dan bahkan tidak pernah masuk, namun pada saat mengajar dosen sangat baik dalam mengajar dan sangat komunikatif dengan mahasiswa,
Tentang perlakuan kepada mahasiswa tentang pengurusan berkas juga bisa dibilang mudah tidak terlalu ribet. 
Sikap tanggal fakultas juga baik karena pernah beberapa kali kejadian mengenai akademik pihak fakultas langsung membanyu",3
08/12/2022 9:23:50,"Menurut saya pribadi Fasilkom-Ti USU telah memberikan fasilitas yang sangat memuaskan namun beberapa hal masih terlupakan seperti kantin kampus yang sampai sekarang masih belum beroperasi, lampu pada ruangan praktikum yang tidak dapat digunakan, wifi kampus yang lambat dan tidak responsif, proyektor di ruang kelas tidak aktif untuk beberapa kelas, kurangnya cok sambung, dan kursi meja yang aku pribadi merasa kecil. diluar hal-hal tersebut pelayanan yang diberikan Fasilkom-Ti baik fasilitas, keandalan dosen, perlakuan mahasiswa, ketanggapan, dan pemahaman terkadap kepentingan mahasiswa sudah sesuai ekspektasi saya.",4
08/12/2022 9:33:18,"Keandalan Dosen dan Staf Akademik . Sejauh ini penilaian saya terhadap keandalan dosen adalah cukup memuaskan. Dimana cara dosen dalam menyampaikan materi juga saya kadang merasa kesulitan untuk memahaminya. Dosen tidak selalu memperhatikan semua kemampuan mahasiswa sehinggal salah satu mahasiswa saja yang mengerti itu seperti sudah mewakili semua mahasiswa yang berada dikelas itu. Sementara masih banyak mahasiswa yang belum memahami mengenai materi yang telah disampaikan. Pada masa pembelajaran dari daring ke luring ini juga dosen sering sekali miss komunikasi soal pembelajaran apakah dilaksanakan secara luring atau dari rumah. Sehingga menyebabkan kami mahasiswa lelah ketika sudah berada dikampus namun pada saat dikamous dosennya tidak dapat hadir sehingga harus dilakukan dengan daring secara tiba - tiba. Hal seperti ini lah yang membuat kurang efektifnya mahasiswa dalam mengikuti pembelajaran. Tidak hanya itu saja walaupun pembelajaran dilaksanakan secara luring, dosen sering terlambat bahkan terlambatnya juga dengan waktu yang lama. Kami mahasiswa merasa waktu yang telah kami persiapkan terbuang begitu saja dengan sia-sia. Padahal waktu yang sedikit saja jika dipergunakan dengan baik itu sangat membantu kami dalam memahami materi. Nah untuk modul yang diberikan kepada kami mahasiswa juga ada yang kurang, sehingga menyebabkan kami kurang paham terhadap materi yang diberikan. Mungkin dosen nya menganggap modul materi yang tidak diberikan ini tidak terlalu penting atau bisa dikatakan sepele hal kecil, namun kami mahasiswa juga yang belum memahami materi sangat membutuhkan hal kecil seperti itu. Mengenai perihal dosen ini kami mahasiswa mengharapkan perubahan dari setiap dosen yang saya jelaskan. Untuk Dosen jika menyampaikan materi agar tidak terlalu cepat, dan pastikan semua mahasiswa memahami materi yang telah disampaikan. Kepada dosen kami juga diharapkan untuk mengubah cara nya dalam menyampaikan materi sehingga kami mahasiswa dapat menerima materi dengan baik. Perihal pembelajaran apakah dilakukan secara luring / daring, kepada dosen diharapkan untuk selalu memberikan informasi yang jelas, dan jika memberikan informasi juga jangan secara tiba - tiba. Misalkan seperti jika telah disepakati pembelajaran dilakukan secara daring, dan tiba"" Harus dilaksanakan secara luring kami meminta kepada dosen untuk memberikan informasi H-1 ataupun H-2jam sebelum pembelajaran dimulai. Karena jika H-1 jam kami mahasiswa beberapa rumahnya jauh dari kampus sehingga tidak terkejar lagi. Begitu juga sebalikbya jika telah disepakati luring dan tiba - tiba dilaksanakan secara daring, kami mahasiswa meminta kepada dosen agar memberikan informasi secara tiba - tiba, karena kami mahasiswa yang rumahnya jauh dari kampus harus mengekuarkan tenaga dan materi disaat perjalanan menuju kampus. Peri",3
